Overriding config with config/train_hawaiian_char.py:
# train a miniature character-level small GPT

out_dir = 'out-hawaiian-char'
eval_interval = 120 # keep frequent because we'll overfit
eval_iters = 20
log_interval = 1 # don't print too too often

# we expect to overfit on this small dataset, so only save when val improves
always_save_checkpoint = False

wandb_log = False # override via command line if you like

dataset = 'hawaiian_char'
gradient_accumulation_steps = 1
batch_size = 10
block_size = 32 # context of up to 256 previous characters

# baby GPT model :)
n_layer = 3
n_head = 4
n_embd = 64
dropout = 0.01

learning_rate = 2.5e-3 # with baby networks can afford to go a bit higher
max_iters = 5000
lr_decay_iters = 5000 # make equal to max_iters usually
min_lr = 1e-4 # learning_rate / 10 usually
beta2 = 0.99 # make a bit bigger because number of tokens per iter is small

warmup_iters = 50 # not super necessary potentially

device = 'cpu'  # run on cpu only
compile = False # do not torch compile the model


tokens per iteration will be: 320
found vocab_size = 54 (inside data/hawaiian_char/meta.pkl)
Initializing a new model from scratch
number of parameters: 0.15M
num decayed parameter tensors: 14, with 152,960 parameters
iter 1249: loss 1.6378, time 16.46ms, mfu 0.01%
iter 1250: loss 1.5481, time 15.48ms, mfu 0.01%
iter 1251: loss 1.7185, time 15.37ms, mfu 0.01%
iter 1252: loss 1.5485, time 18.40ms, mfu 0.01%
iter 1253: loss 1.6561, time 16.18ms, mfu 0.01%
iter 1254: loss 1.7699, time 16.10ms, mfu 0.01%
iter 1255: loss 1.6685, time 16.11ms, mfu 0.01%
iter 1256: loss 1.5731, time 18.76ms, mfu 0.01%
iter 1257: loss 1.6832, time 14.87ms, mfu 0.01%
iter 1258: loss 1.6516, time 14.85ms, mfu 0.01%
iter 1259: loss 1.6467, time 15.02ms, mfu 0.01%
iter 1260: loss 1.5563, time 33.03ms, mfu 0.01%
iter 1261: loss 1.6439, time 14.58ms, mfu 0.01%
iter 1262: loss 1.7172, time 13.74ms, mfu 0.01%
iter 1263: loss 1.6613, time 15.07ms, mfu 0.01%
iter 1264: loss 1.5326, time 14.48ms, mfu 0.01%
iter 1265: loss 1.6490, time 35.23ms, mfu 0.01%
iter 1266: loss 1.7811, time 37.47ms, mfu 0.01%
iter 1267: loss 1.6224, time 37.92ms, mfu 0.01%
iter 1268: loss 1.5627, time 39.31ms, mfu 0.01%
iter 1269: loss 1.6019, time 15.59ms, mfu 0.01%
iter 1270: loss 1.7360, time 15.22ms, mfu 0.01%
iter 1271: loss 1.5469, time 14.09ms, mfu 0.01%
iter 1272: loss 1.6151, time 14.20ms, mfu 0.01%
iter 1273: loss 1.6728, time 12.36ms, mfu 0.01%
iter 1274: loss 1.5753, time 19.40ms, mfu 0.01%
iter 1275: loss 1.6107, time 33.71ms, mfu 0.01%
iter 1276: loss 1.6991, time 33.96ms, mfu 0.01%
iter 1277: loss 1.6675, time 32.29ms, mfu 0.01%
iter 1278: loss 1.6340, time 33.11ms, mfu 0.00%
iter 1279: loss 1.4425, time 15.39ms, mfu 0.01%
iter 1280: loss 1.6172, time 16.57ms, mfu 0.01%
iter 1281: loss 1.6875, time 14.30ms, mfu 0.01%
iter 1282: loss 1.6592, time 34.23ms, mfu 0.01%
iter 1283: loss 1.6652, time 14.76ms, mfu 0.01%
iter 1284: loss 1.6919, time 14.09ms, mfu 0.01%
iter 1285: loss 1.5558, time 15.35ms, mfu 0.01%
iter 1286: loss 1.5733, time 12.99ms, mfu 0.01%
iter 1287: loss 1.6068, time 16.52ms, mfu 0.01%
iter 1288: loss 1.5667, time 13.76ms, mfu 0.01%
iter 1289: loss 1.6521, time 12.98ms, mfu 0.01%
iter 1290: loss 1.5716, time 34.17ms, mfu 0.01%
iter 1291: loss 1.5759, time 16.80ms, mfu 0.01%
iter 1292: loss 1.5105, time 13.75ms, mfu 0.01%
iter 1293: loss 1.6648, time 17.15ms, mfu 0.01%
iter 1294: loss 1.5801, time 17.12ms, mfu 0.01%
iter 1295: loss 1.7208, time 15.59ms, mfu 0.01%
iter 1296: loss 1.6694, time 16.06ms, mfu 0.01%
iter 1297: loss 1.5504, time 15.45ms, mfu 0.01%
iter 1298: loss 1.7216, time 15.70ms, mfu 0.01%
iter 1299: loss 1.5642, time 35.10ms, mfu 0.01%
iter 1300: loss 1.5220, time 17.96ms, mfu 0.01%
iter 1301: loss 1.6441, time 37.08ms, mfu 0.01%
iter 1302: loss 1.5956, time 13.36ms, mfu 0.01%
iter 1303: loss 1.7953, time 34.52ms, mfu 0.01%
iter 1304: loss 1.4771, time 32.14ms, mfu 0.01%
iter 1305: loss 1.7242, time 15.25ms, mfu 0.01%
iter 1306: loss 1.6507, time 14.33ms, mfu 0.01%
iter 1307: loss 1.6674, time 14.50ms, mfu 0.01%
iter 1308: loss 1.5518, time 15.24ms, mfu 0.01%
iter 1309: loss 1.6268, time 33.34ms, mfu 0.01%
iter 1310: loss 1.6243, time 15.12ms, mfu 0.01%
iter 1311: loss 1.6573, time 19.59ms, mfu 0.01%
iter 1312: loss 1.5915, time 13.86ms, mfu 0.01%
iter 1313: loss 1.6279, time 15.06ms, mfu 0.01%
iter 1314: loss 1.6211, time 14.19ms, mfu 0.01%
iter 1315: loss 1.7816, time 12.95ms, mfu 0.01%
iter 1316: loss 1.6778, time 14.04ms, mfu 0.01%
iter 1317: loss 1.5994, time 14.49ms, mfu 0.01%
iter 1318: loss 1.6060, time 15.23ms, mfu 0.01%
iter 1319: loss 1.6299, time 15.41ms, mfu 0.01%
step 1320: train loss 1.6103, val loss 1.6396
saving checkpoint to out-hawaiian-char
iter 1320: loss 1.5367, time 162.25ms, mfu 0.01%
iter 1321: loss 1.6093, time 32.91ms, mfu 0.01%
iter 1322: loss 1.5923, time 12.97ms, mfu 0.01%
iter 1323: loss 1.5956, time 13.93ms, mfu 0.01%
iter 1324: loss 1.5309, time 16.03ms, mfu 0.01%
iter 1325: loss 1.7248, time 15.23ms, mfu 0.01%
iter 1326: loss 1.6458, time 14.00ms, mfu 0.01%
iter 1327: loss 1.7270, time 14.83ms, mfu 0.01%
iter 1328: loss 1.8072, time 14.01ms, mfu 0.01%
iter 1329: loss 1.7044, time 13.29ms, mfu 0.01%
iter 1330: loss 1.5165, time 14.56ms, mfu 0.01%
iter 1331: loss 1.6886, time 14.06ms, mfu 0.01%
iter 1332: loss 1.8165, time 14.76ms, mfu 0.01%
iter 1333: loss 1.6534, time 35.78ms, mfu 0.01%
iter 1334: loss 1.6943, time 36.52ms, mfu 0.01%
iter 1335: loss 1.5883, time 34.87ms, mfu 0.01%
iter 1336: loss 1.6503, time 33.70ms, mfu 0.01%
iter 1337: loss 1.5187, time 34.93ms, mfu 0.01%
iter 1338: loss 1.6367, time 35.48ms, mfu 0.00%
iter 1339: loss 1.6270, time 41.70ms, mfu 0.00%
iter 1340: loss 1.5870, time 36.82ms, mfu 0.00%
iter 1341: loss 1.6362, time 39.57ms, mfu 0.00%
iter 1342: loss 1.6812, time 43.95ms, mfu 0.00%
iter 1343: loss 1.5917, time 40.63ms, mfu 0.00%
iter 1344: loss 1.6468, time 36.56ms, mfu 0.00%
iter 1345: loss 1.5702, time 14.52ms, mfu 0.00%
iter 1346: loss 1.7882, time 15.97ms, mfu 0.00%
iter 1347: loss 1.6682, time 14.23ms, mfu 0.00%
iter 1348: loss 1.5241, time 17.55ms, mfu 0.00%
iter 1349: loss 1.5390, time 17.18ms, mfu 0.00%
iter 1350: loss 1.7111, time 15.31ms, mfu 0.00%
iter 1351: loss 1.5966, time 14.41ms, mfu 0.01%
iter 1352: loss 1.5966, time 15.14ms, mfu 0.01%
iter 1353: loss 1.4981, time 16.43ms, mfu 0.01%
iter 1354: loss 1.6774, time 52.56ms, mfu 0.01%
iter 1355: loss 1.6252, time 42.61ms, mfu 0.00%
iter 1356: loss 1.7311, time 42.72ms, mfu 0.00%
iter 1357: loss 1.5607, time 37.03ms, mfu 0.00%
iter 1358: loss 1.7066, time 37.75ms, mfu 0.00%
iter 1359: loss 1.6330, time 33.05ms, mfu 0.00%
iter 1360: loss 1.6238, time 39.72ms, mfu 0.00%
iter 1361: loss 1.8379, time 37.30ms, mfu 0.00%
iter 1362: loss 1.6651, time 52.99ms, mfu 0.00%
iter 1363: loss 1.6135, time 34.97ms, mfu 0.00%
iter 1364: loss 1.5376, time 28.27ms, mfu 0.00%
iter 1365: loss 1.6425, time 32.27ms, mfu 0.00%
iter 1366: loss 1.6590, time 32.64ms, mfu 0.00%
iter 1367: loss 1.7142, time 32.45ms, mfu 0.00%
iter 1368: loss 1.5627, time 33.77ms, mfu 0.00%
iter 1369: loss 1.5939, time 31.80ms, mfu 0.00%
iter 1370: loss 1.5818, time 12.27ms, mfu 0.00%
iter 1371: loss 1.6121, time 12.95ms, mfu 0.00%
iter 1372: loss 1.8055, time 13.19ms, mfu 0.00%
iter 1373: loss 1.6247, time 13.73ms, mfu 0.00%
iter 1374: loss 1.5449, time 18.34ms, mfu 0.00%
iter 1375: loss 1.6722, time 13.97ms, mfu 0.01%
iter 1376: loss 1.5550, time 13.28ms, mfu 0.01%
iter 1377: loss 1.5619, time 14.10ms, mfu 0.01%
iter 1378: loss 1.5721, time 13.21ms, mfu 0.01%
iter 1379: loss 1.5929, time 15.66ms, mfu 0.01%
iter 1380: loss 1.6350, time 13.15ms, mfu 0.01%
iter 1381: loss 1.7323, time 14.26ms, mfu 0.01%
iter 1382: loss 1.6655, time 16.19ms, mfu 0.01%
iter 1383: loss 1.5941, time 14.07ms, mfu 0.01%
iter 1384: loss 1.5871, time 13.36ms, mfu 0.01%
iter 1385: loss 1.4968, time 13.39ms, mfu 0.01%
iter 1386: loss 1.5503, time 13.16ms, mfu 0.01%
iter 1387: loss 1.6777, time 13.00ms, mfu 0.01%
iter 1388: loss 1.5749, time 13.04ms, mfu 0.01%
iter 1389: loss 1.5405, time 13.09ms, mfu 0.01%
iter 1390: loss 1.5865, time 13.22ms, mfu 0.01%
iter 1391: loss 1.4787, time 12.02ms, mfu 0.01%
iter 1392: loss 1.5630, time 12.03ms, mfu 0.01%
iter 1393: loss 1.7161, time 16.95ms, mfu 0.01%
iter 1394: loss 1.7450, time 15.09ms, mfu 0.01%
iter 1395: loss 1.4892, time 13.45ms, mfu 0.01%
iter 1396: loss 1.6249, time 13.97ms, mfu 0.01%
iter 1397: loss 1.6674, time 11.79ms, mfu 0.01%
iter 1398: loss 1.6363, time 12.26ms, mfu 0.01%
iter 1399: loss 1.5462, time 12.38ms, mfu 0.01%
iter 1400: loss 1.7258, time 12.65ms, mfu 0.01%
iter 1401: loss 1.6061, time 12.43ms, mfu 0.01%
iter 1402: loss 1.6072, time 13.02ms, mfu 0.01%
iter 1403: loss 1.6011, time 12.98ms, mfu 0.01%
iter 1404: loss 1.6467, time 13.93ms, mfu 0.01%
iter 1405: loss 1.5952, time 12.51ms, mfu 0.01%
iter 1406: loss 1.5715, time 13.31ms, mfu 0.01%
iter 1407: loss 1.6231, time 12.70ms, mfu 0.01%
iter 1408: loss 1.6075, time 13.28ms, mfu 0.01%
iter 1409: loss 1.5928, time 13.77ms, mfu 0.01%
iter 1410: loss 1.4626, time 17.86ms, mfu 0.01%
iter 1411: loss 1.5990, time 14.44ms, mfu 0.01%
iter 1412: loss 1.5308, time 32.57ms, mfu 0.01%
iter 1413: loss 1.6717, time 13.66ms, mfu 0.01%
iter 1414: loss 1.5397, time 14.07ms, mfu 0.01%
iter 1415: loss 1.5087, time 34.06ms, mfu 0.01%
iter 1416: loss 1.7312, time 33.58ms, mfu 0.01%
iter 1417: loss 1.6358, time 13.07ms, mfu 0.01%
iter 1418: loss 1.6289, time 13.18ms, mfu 0.01%
iter 1419: loss 1.4120, time 12.83ms, mfu 0.01%
iter 1420: loss 1.7223, time 13.24ms, mfu 0.01%
iter 1421: loss 1.5266, time 13.26ms, mfu 0.01%
iter 1422: loss 1.6418, time 11.88ms, mfu 0.01%
iter 1423: loss 1.7380, time 12.43ms, mfu 0.01%
iter 1424: loss 1.7807, time 13.90ms, mfu 0.01%
iter 1425: loss 1.6246, time 16.40ms, mfu 0.01%
iter 1426: loss 1.6713, time 14.25ms, mfu 0.01%
iter 1427: loss 1.7173, time 14.26ms, mfu 0.01%
iter 1428: loss 1.7490, time 13.37ms, mfu 0.01%
iter 1429: loss 1.5811, time 12.49ms, mfu 0.01%
iter 1430: loss 1.5098, time 13.61ms, mfu 0.01%
iter 1431: loss 1.7409, time 13.63ms, mfu 0.01%
iter 1432: loss 1.5098, time 15.27ms, mfu 0.01%
iter 1433: loss 1.4748, time 18.05ms, mfu 0.01%
iter 1434: loss 1.6378, time 14.28ms, mfu 0.01%
iter 1435: loss 1.6055, time 14.22ms, mfu 0.01%
iter 1436: loss 1.6691, time 33.09ms, mfu 0.01%
iter 1437: loss 1.6480, time 14.17ms, mfu 0.01%
iter 1438: loss 1.5636, time 13.68ms, mfu 0.01%
iter 1439: loss 1.7397, time 14.20ms, mfu 0.01%
step 1440: train loss 1.5696, val loss 1.6450
iter 1440: loss 1.6474, time 111.12ms, mfu 0.01%
iter 1441: loss 1.4644, time 13.44ms, mfu 0.01%
iter 1442: loss 1.5424, time 13.33ms, mfu 0.01%
iter 1443: loss 1.6725, time 13.83ms, mfu 0.01%
iter 1444: loss 1.6042, time 12.92ms, mfu 0.01%
iter 1445: loss 1.6084, time 13.22ms, mfu 0.01%
iter 1446: loss 1.6276, time 33.35ms, mfu 0.01%
iter 1447: loss 1.6036, time 12.70ms, mfu 0.01%
iter 1448: loss 1.7014, time 12.90ms, mfu 0.01%
iter 1449: loss 1.6956, time 15.99ms, mfu 0.01%
iter 1450: loss 1.6651, time 14.73ms, mfu 0.01%
iter 1451: loss 1.6693, time 14.67ms, mfu 0.01%
iter 1452: loss 1.5449, time 14.39ms, mfu 0.01%
iter 1453: loss 1.5891, time 13.08ms, mfu 0.01%
iter 1454: loss 1.6072, time 12.91ms, mfu 0.01%
iter 1455: loss 1.5568, time 14.14ms, mfu 0.01%
iter 1456: loss 1.4610, time 34.64ms, mfu 0.01%
iter 1457: loss 1.5466, time 13.75ms, mfu 0.01%
iter 1458: loss 1.4992, time 13.30ms, mfu 0.01%
iter 1459: loss 1.5466, time 16.29ms, mfu 0.01%
iter 1460: loss 1.6195, time 15.98ms, mfu 0.01%
iter 1461: loss 1.7774, time 33.69ms, mfu 0.01%
iter 1462: loss 1.6124, time 13.99ms, mfu 0.01%
iter 1463: loss 1.6088, time 32.63ms, mfu 0.01%
iter 1464: loss 1.6764, time 13.84ms, mfu 0.01%
iter 1465: loss 1.5758, time 13.19ms, mfu 0.01%
iter 1466: loss 1.6616, time 32.11ms, mfu 0.01%
iter 1467: loss 1.6720, time 12.89ms, mfu 0.01%
iter 1468: loss 1.6048, time 32.46ms, mfu 0.01%
iter 1469: loss 1.7384, time 12.95ms, mfu 0.01%
iter 1470: loss 1.6249, time 33.10ms, mfu 0.01%
iter 1471: loss 1.5733, time 33.86ms, mfu 0.01%
iter 1472: loss 1.6550, time 33.23ms, mfu 0.01%
iter 1473: loss 1.5200, time 37.61ms, mfu 0.00%
iter 1474: loss 1.5680, time 16.20ms, mfu 0.01%
iter 1475: loss 1.5566, time 15.73ms, mfu 0.01%
iter 1476: loss 1.5123, time 14.65ms, mfu 0.01%
iter 1477: loss 1.6022, time 14.93ms, mfu 0.01%
iter 1478: loss 1.5747, time 35.29ms, mfu 0.01%
iter 1479: loss 1.5449, time 14.04ms, mfu 0.01%
iter 1480: loss 1.5895, time 15.62ms, mfu 0.01%
iter 1481: loss 1.5872, time 15.00ms, mfu 0.01%
iter 1482: loss 1.6785, time 12.58ms, mfu 0.01%
iter 1483: loss 1.6538, time 13.29ms, mfu 0.01%
iter 1484: loss 1.4361, time 14.18ms, mfu 0.01%
iter 1485: loss 1.6791, time 16.96ms, mfu 0.01%
iter 1486: loss 1.5709, time 16.44ms, mfu 0.01%
iter 1487: loss 1.5845, time 16.11ms, mfu 0.01%
iter 1488: loss 1.5522, time 14.41ms, mfu 0.01%
iter 1489: loss 1.5850, time 12.94ms, mfu 0.01%
iter 1490: loss 1.5972, time 14.08ms, mfu 0.01%
iter 1491: loss 1.6357, time 13.59ms, mfu 0.01%
iter 1492: loss 1.5440, time 12.53ms, mfu 0.01%
iter 1493: loss 1.6274, time 13.11ms, mfu 0.01%
iter 1494: loss 1.7749, time 15.00ms, mfu 0.01%
iter 1495: loss 1.5838, time 13.03ms, mfu 0.01%
iter 1496: loss 1.6895, time 12.76ms, mfu 0.01%
iter 1497: loss 1.5758, time 14.72ms, mfu 0.01%
iter 1498: loss 1.7022, time 14.50ms, mfu 0.01%
iter 1499: loss 1.6454, time 13.45ms, mfu 0.01%
iter 1500: loss 1.6683, time 12.82ms, mfu 0.01%
iter 1501: loss 1.5361, time 15.62ms, mfu 0.01%
iter 1502: loss 1.6772, time 15.48ms, mfu 0.01%
iter 1503: loss 1.6121, time 14.40ms, mfu 0.01%
iter 1504: loss 1.6194, time 14.25ms, mfu 0.01%
iter 1505: loss 1.5812, time 14.22ms, mfu 0.01%
iter 1506: loss 1.5659, time 33.40ms, mfu 0.01%
iter 1507: loss 1.5655, time 14.32ms, mfu 0.01%
iter 1508: loss 1.5226, time 16.22ms, mfu 0.01%
iter 1509: loss 1.6484, time 14.03ms, mfu 0.01%
iter 1510: loss 1.5962, time 15.40ms, mfu 0.01%
iter 1511: loss 1.4875, time 13.17ms, mfu 0.01%
iter 1512: loss 1.5056, time 12.85ms, mfu 0.01%
iter 1513: loss 1.6218, time 12.31ms, mfu 0.01%
iter 1514: loss 1.4612, time 14.71ms, mfu 0.01%
iter 1515: loss 1.5055, time 15.74ms, mfu 0.01%
iter 1516: loss 1.6773, time 16.38ms, mfu 0.01%
iter 1517: loss 1.7202, time 16.28ms, mfu 0.01%
iter 1518: loss 1.5716, time 14.07ms, mfu 0.01%
iter 1519: loss 1.5755, time 15.99ms, mfu 0.01%
iter 1520: loss 1.6284, time 15.46ms, mfu 0.01%
iter 1521: loss 1.5715, time 14.21ms, mfu 0.01%
iter 1522: loss 1.6080, time 13.78ms, mfu 0.01%
iter 1523: loss 1.6599, time 12.77ms, mfu 0.01%
iter 1524: loss 1.6243, time 14.78ms, mfu 0.01%
iter 1525: loss 1.8282, time 13.09ms, mfu 0.01%
iter 1526: loss 1.6053, time 13.42ms, mfu 0.01%
iter 1527: loss 1.6442, time 13.96ms, mfu 0.01%
iter 1528: loss 1.4545, time 33.37ms, mfu 0.01%
iter 1529: loss 1.6125, time 12.25ms, mfu 0.01%
iter 1530: loss 1.6727, time 35.86ms, mfu 0.01%
iter 1531: loss 1.6552, time 14.74ms, mfu 0.01%
iter 1532: loss 1.3279, time 15.71ms, mfu 0.01%
iter 1533: loss 1.5054, time 13.81ms, mfu 0.01%
iter 1534: loss 1.5882, time 12.88ms, mfu 0.01%
iter 1535: loss 1.5484, time 13.02ms, mfu 0.01%
iter 1536: loss 1.5883, time 12.25ms, mfu 0.01%
iter 1537: loss 1.7013, time 13.66ms, mfu 0.01%
iter 1538: loss 1.5568, time 14.23ms, mfu 0.01%
iter 1539: loss 1.7165, time 15.04ms, mfu 0.01%
iter 1540: loss 1.5444, time 12.74ms, mfu 0.01%
iter 1541: loss 1.5308, time 12.67ms, mfu 0.01%
iter 1542: loss 1.6242, time 12.47ms, mfu 0.01%
iter 1543: loss 1.5727, time 12.53ms, mfu 0.01%
iter 1544: loss 1.5690, time 11.98ms, mfu 0.01%
iter 1545: loss 1.5715, time 12.88ms, mfu 0.01%
iter 1546: loss 1.7323, time 11.54ms, mfu 0.01%
iter 1547: loss 1.6090, time 12.15ms, mfu 0.01%
iter 1548: loss 1.6316, time 11.79ms, mfu 0.01%
iter 1549: loss 1.6575, time 12.68ms, mfu 0.01%
iter 1550: loss 1.5546, time 12.81ms, mfu 0.01%
iter 1551: loss 1.5604, time 12.55ms, mfu 0.01%
iter 1552: loss 1.5342, time 12.29ms, mfu 0.01%
iter 1553: loss 1.6662, time 12.12ms, mfu 0.01%
iter 1554: loss 1.5575, time 11.62ms, mfu 0.01%
iter 1555: loss 1.5064, time 11.63ms, mfu 0.01%
iter 1556: loss 1.6789, time 15.01ms, mfu 0.01%
iter 1557: loss 1.5910, time 13.72ms, mfu 0.01%
iter 1558: loss 1.5813, time 12.86ms, mfu 0.01%
iter 1559: loss 1.6384, time 12.80ms, mfu 0.01%
step 1560: train loss 1.5453, val loss 1.5999
saving checkpoint to out-hawaiian-char
iter 1560: loss 1.5360, time 135.10ms, mfu 0.01%
iter 1561: loss 1.7035, time 32.90ms, mfu 0.01%
iter 1562: loss 1.6599, time 12.53ms, mfu 0.01%
iter 1563: loss 1.5676, time 12.96ms, mfu 0.01%
iter 1564: loss 1.6003, time 14.22ms, mfu 0.01%
iter 1565: loss 1.6316, time 15.59ms, mfu 0.01%
iter 1566: loss 1.5659, time 13.66ms, mfu 0.01%
iter 1567: loss 1.5936, time 12.81ms, mfu 0.01%
iter 1568: loss 1.7094, time 12.83ms, mfu 0.01%
iter 1569: loss 1.6211, time 12.66ms, mfu 0.01%
iter 1570: loss 1.8155, time 12.91ms, mfu 0.01%
iter 1571: loss 1.6117, time 12.71ms, mfu 0.01%
iter 1572: loss 1.4759, time 12.80ms, mfu 0.01%
iter 1573: loss 1.5783, time 14.56ms, mfu 0.01%
iter 1574: loss 1.5210, time 50.19ms, mfu 0.01%
iter 1575: loss 1.4914, time 34.07ms, mfu 0.01%
iter 1576: loss 1.6137, time 48.34ms, mfu 0.01%
iter 1577: loss 1.5736, time 34.83ms, mfu 0.01%
iter 1578: loss 1.6383, time 36.17ms, mfu 0.01%
iter 1579: loss 1.6742, time 32.82ms, mfu 0.01%
iter 1580: loss 1.5530, time 34.16ms, mfu 0.00%
iter 1581: loss 1.5938, time 32.50ms, mfu 0.00%
iter 1582: loss 1.3961, time 13.57ms, mfu 0.01%
iter 1583: loss 1.5802, time 12.03ms, mfu 0.01%
iter 1584: loss 1.6793, time 12.61ms, mfu 0.01%
iter 1585: loss 1.5750, time 13.08ms, mfu 0.01%
iter 1586: loss 1.5073, time 11.78ms, mfu 0.01%
iter 1587: loss 1.7067, time 12.31ms, mfu 0.01%
iter 1588: loss 1.4708, time 14.02ms, mfu 0.01%
iter 1589: loss 1.5337, time 16.33ms, mfu 0.01%
iter 1590: loss 1.6130, time 13.99ms, mfu 0.01%
iter 1591: loss 1.7866, time 14.15ms, mfu 0.01%
iter 1592: loss 1.6850, time 12.58ms, mfu 0.01%
iter 1593: loss 1.5006, time 12.93ms, mfu 0.01%
iter 1594: loss 1.6011, time 13.48ms, mfu 0.01%
iter 1595: loss 1.5041, time 12.05ms, mfu 0.01%
iter 1596: loss 1.7328, time 11.87ms, mfu 0.01%
iter 1597: loss 1.5239, time 13.01ms, mfu 0.01%
iter 1598: loss 1.5456, time 16.13ms, mfu 0.01%
iter 1599: loss 1.5887, time 15.72ms, mfu 0.01%
iter 1600: loss 1.5391, time 14.43ms, mfu 0.01%
iter 1601: loss 1.5050, time 13.67ms, mfu 0.01%
iter 1602: loss 1.5674, time 12.51ms, mfu 0.01%
iter 1603: loss 1.5220, time 12.84ms, mfu 0.01%
iter 1604: loss 1.5507, time 11.90ms, mfu 0.01%
iter 1605: loss 1.6064, time 12.17ms, mfu 0.01%
iter 1606: loss 1.5414, time 12.18ms, mfu 0.01%
iter 1607: loss 1.5316, time 12.22ms, mfu 0.01%
iter 1608: loss 1.5247, time 12.13ms, mfu 0.01%
iter 1609: loss 1.6146, time 12.04ms, mfu 0.01%
iter 1610: loss 1.4796, time 11.74ms, mfu 0.01%
iter 1611: loss 1.6592, time 15.20ms, mfu 0.01%
iter 1612: loss 1.6580, time 13.36ms, mfu 0.01%
iter 1613: loss 1.5686, time 12.26ms, mfu 0.01%
iter 1614: loss 1.5427, time 12.28ms, mfu 0.01%
iter 1615: loss 1.4917, time 12.72ms, mfu 0.01%
iter 1616: loss 1.5471, time 12.22ms, mfu 0.01%
iter 1617: loss 1.6684, time 11.44ms, mfu 0.01%
iter 1618: loss 1.6798, time 13.91ms, mfu 0.01%
iter 1619: loss 1.4897, time 13.41ms, mfu 0.01%
iter 1620: loss 1.6014, time 15.35ms, mfu 0.01%
iter 1621: loss 1.5332, time 12.41ms, mfu 0.01%
iter 1622: loss 1.4383, time 12.75ms, mfu 0.01%
iter 1623: loss 1.5989, time 12.52ms, mfu 0.01%
iter 1624: loss 1.5881, time 13.18ms, mfu 0.01%
iter 1625: loss 1.5853, time 15.46ms, mfu 0.01%
iter 1626: loss 1.5552, time 11.94ms, mfu 0.01%
iter 1627: loss 1.6282, time 13.06ms, mfu 0.01%
iter 1628: loss 1.6299, time 14.51ms, mfu 0.01%
iter 1629: loss 1.5742, time 14.45ms, mfu 0.01%
iter 1630: loss 1.5367, time 12.37ms, mfu 0.01%
iter 1631: loss 1.6868, time 13.01ms, mfu 0.01%
iter 1632: loss 1.6642, time 15.13ms, mfu 0.01%
iter 1633: loss 1.4978, time 49.00ms, mfu 0.01%
iter 1634: loss 1.5443, time 30.76ms, mfu 0.01%
iter 1635: loss 1.5454, time 12.09ms, mfu 0.01%
iter 1636: loss 1.6150, time 12.18ms, mfu 0.01%
iter 1637: loss 1.6088, time 16.65ms, mfu 0.01%
iter 1638: loss 1.7230, time 33.85ms, mfu 0.01%
iter 1639: loss 1.4780, time 12.98ms, mfu 0.01%
iter 1640: loss 1.4999, time 15.15ms, mfu 0.01%
iter 1641: loss 1.4354, time 14.53ms, mfu 0.01%
iter 1642: loss 1.6358, time 12.98ms, mfu 0.01%
iter 1643: loss 1.6825, time 13.38ms, mfu 0.01%
iter 1644: loss 1.5022, time 19.49ms, mfu 0.01%
iter 1645: loss 1.5123, time 15.12ms, mfu 0.01%
iter 1646: loss 1.6746, time 14.27ms, mfu 0.01%
iter 1647: loss 1.5847, time 14.20ms, mfu 0.01%
iter 1648: loss 1.6946, time 13.46ms, mfu 0.01%
iter 1649: loss 1.5918, time 14.02ms, mfu 0.01%
iter 1650: loss 1.5248, time 14.08ms, mfu 0.01%
iter 1651: loss 1.6947, time 12.69ms, mfu 0.01%
iter 1652: loss 1.4572, time 16.06ms, mfu 0.01%
iter 1653: loss 1.6242, time 13.22ms, mfu 0.01%
iter 1654: loss 1.6526, time 12.57ms, mfu 0.01%
iter 1655: loss 1.6554, time 12.16ms, mfu 0.01%
iter 1656: loss 1.5852, time 11.79ms, mfu 0.01%
iter 1657: loss 1.6580, time 12.65ms, mfu 0.01%
iter 1658: loss 1.5434, time 14.41ms, mfu 0.01%
iter 1659: loss 1.4782, time 32.05ms, mfu 0.01%
iter 1660: loss 1.5574, time 12.88ms, mfu 0.01%
iter 1661: loss 1.5532, time 12.64ms, mfu 0.01%
iter 1662: loss 1.6848, time 13.10ms, mfu 0.01%
iter 1663: loss 1.5797, time 12.63ms, mfu 0.01%
iter 1664: loss 1.5004, time 12.79ms, mfu 0.01%
iter 1665: loss 1.6373, time 13.67ms, mfu 0.01%
iter 1666: loss 1.4893, time 14.90ms, mfu 0.01%
iter 1667: loss 1.6433, time 15.03ms, mfu 0.01%
iter 1668: loss 1.7179, time 13.72ms, mfu 0.01%
iter 1669: loss 1.6374, time 12.04ms, mfu 0.01%
iter 1670: loss 1.6192, time 12.96ms, mfu 0.01%
iter 1671: loss 1.6709, time 13.16ms, mfu 0.01%
iter 1672: loss 1.4486, time 13.51ms, mfu 0.01%
iter 1673: loss 1.5051, time 12.84ms, mfu 0.01%
iter 1674: loss 1.5477, time 33.57ms, mfu 0.01%
iter 1675: loss 1.4263, time 12.23ms, mfu 0.01%
iter 1676: loss 1.6704, time 15.90ms, mfu 0.01%
iter 1677: loss 1.7683, time 14.47ms, mfu 0.01%
iter 1678: loss 1.5845, time 12.66ms, mfu 0.01%
iter 1679: loss 1.5288, time 12.89ms, mfu 0.01%
